text,value
अबे चुटिया चमचे दलाल तेरी अम्मा की च** मारने  भोसड़ी  के,1
"!
@Radheyshyam999  @beg_ilyas 
;
 मोदी  पर बेटो की दावेदारी कर रहे डिबेटो में, मारामारी!
@sardanarohit  कि फिर @AMISHDEVGAN  
;
करोड़ों की मूर्ति तो बना दी दाना पर इतने सालों से गुजरात में भाजपा का शासन है, पर सरदार पटेल का निवास स्थान का मरम्मत क्यों नहीं करवाया   https:// twitter.com/sardanarohit/s tatus/1189852526830481408   … pic.twitter.com/hMb7SWuQiQ",0
"Umar khalid भाई इससे ज्यादा झगडा मत करो वरना तुझे भी बोलेगी ""चूतीया है क्या  रंडी  का बच्चा"" ",1
"तेरी माँ का पर्सनल कोठा खोलू
 भोसडी  के",1
"कैमरामैन लेके सिर्फ  मोदी  जाते हैं,
बाकि इनलोगो की तस्वीरें भोलेबाबा
के तीसरी आंख से ली गई है !  pic.twitter.com/K1jFjaDpvV",0
अरे भाई भाई भाई... #पैगम्बर_के_पिल्ले  #पैगम्बर_की_माँ_का_भोसड़ा  #पैगम्बर_ मादरचोद _हे  #मुस्लिमो_का_संपूर्ण_बहिष्कार  #मुसलमान_भारत_छोड़ो   #पै_GAY_म्बर  #पैगंबर_बलात्कारी_है  #पैगंबर_आतंकी_है #pic.twitter.com/WpQiUMoYHU,1
रविश कुमार  रंडी  tv,1
"भक्तों की सरकार भी बन गयी।370 हट गयी। कटुओं का बाप बगदादी भी मर गया। अब राम मंदिर भी बनने वाला है। ट्रंप रेडिकल इस्लामिक टेररिज़्म की माँ-बहन करने में लगा है। इस सब से कौन बिलबिला रहा है। ये सारा देश जानता है।
बेचारे गद्दारों की  गाँड़  फ़टी है।
फिर भी होठों पर हँसी है।  https:// twitter.com/KhaakSaar9/sta tus/1189502603152912384   …",1
बहनचोद  किसका दलाल हूँ बता,1
नशे में जब तक चूत के साथ  गांड  न चोदो तो सेक्स पूरा नही होता,1
सर इस भाजपा की  सरकार  ने हर घर मे अंधेरा कर दिया खेत मे खलियान मे अंधेरा कर दिया किसान के घर मे अंधेरा कर दिया रोजगार छीनकर सबका नौजवानों के घरों मे अंधेरा कर दिया,0
"अरविंद  केजरीवाल  की जगह अगर बसों का किराया मोदीजी ने फ्री किया होता 
 तो न्यूज़ चैनल वाले 

6 महीने तक बस में ही बैठे रहते   pic.twitter.com/WmJuTMyQqd",0
चुतिया  परिवार।  https:// twitter.com/YogiDevnathji/ status/1189189058943012865   …,1
"हमारे फैसलों और नीतियों को लेकर जो फीडबैक आता है उसका ईमानदार आकलन जरूरी है। ऐसा नहीं होना चाहिए कि जो हमारी आंखों और कानों अच्छा लगे, वही देखना और सुनना है। हमें फीडबैक प्राप्त करने के दायरे का विस्तार करने के साथ ही विरोधियों की बातों को भी सुनना चाहिएः पीएम  मोदी",0
अरे  भोसडी  के फिर तू लोग पाकिस्तान क्यू नही चले जाते।,1
कुत्ते  बहनचोद  !!!,1
भोसड़ी  के तू अपनी बता पहले गद्दार,1
"अरविंद  केजरीवाल  की जगह अगर
बसों का किराया नरेंद्र मोदी ने फ्री किया होता तो
 

न्यूज़ चैनल वाले दल्ले 6 महीने तक
बस के अंदर ही अपना स्टूडियो बना लेते भारतीय मीडिया ",0
# जनता -जनार्दन की सुविधाओं #आजादी  पर #लगाम  कसने को और #भारत  जैसे देश में खासकर #हिन्दुओं  के साथ उनकी #जात  में बाँट कर उनमें एकता का #अभाव  पैदा कर अन्य #समुदाय  को #एकत्रित  सत्ता की सीढी बना करके जब तक देश रहें #पार्टियां  बदलती रहती और अपनी #हुकूमत  से एकाधिकार और #अधिपत्य  कायम रहे https:// twitter.com/Real_Anuj/stat us/1189803553793048576   …,0
"पीएमओ सरकारी तंत्र के लिए आदर्श की तरह काम करे: स्टाफ से प्रधानमंत्री  मोदी 
 https:// timesofindia.indiatimes.com/india/pmo-acts -as-role-model-for-others-pm-modi-tells-staff/articleshow/71825040.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst   … 

@BJPKashiKshetra  
@BJP4Kaushambi pic.twitter.com/cmHcmYbkEF",0
"मेरी मानो तो .... ‍ ‍ 
रुबिका लियाकत और अंजना ओम  मोदी  का घाघरा को चेक किया जाए  
कहीं आतंकवादी वहीं पर तो शरण नहीं लिए हैं !
बार बार चुनाव के टाइम आ जा रहे हैं! 

@RubikaLiyaquat  
@anjanaomkashyap",0
"अब पछताय का होत
जब चिडिया मार गई  गांड  !!

                   - कबीरदास",1
कुते का पीला है रामपाल कभी भी संत कबीर के बराबर तो क्या पेर की मिटी भी नसीब नही होगी और तुम जैसे अंधे भगत रामपाल को कबीर के समान बात रहे हो तुम ना समाज हो अंधे हो और मूर्ख भी ओर तेरा @SaintRampalJiM   कुत्ता रंडी का बचा ओर  मादरचोद  भी है जा बे कुते।,1
"क्या  केजरीवाल  का फर्ज नही बनता कि सीरिया जाकर बग़दादी के बीवी को भी एक सिलाई मशीन,1Cr नगद बेटे को दिल्ली में सरकारी नौकरी दें?
#KejriwalChewtiyaHai",0
रंडी  टीवी का रंडियापा है।,1
"@ RubikaLiyaquat  जैश की लिस्ट मेँ  मोदी  , राष्ट्रपति , राजनाथ , शाह , कोहली , हें तौ ओवेशी , सलमान , शाहरुख , आमिर , क्यू नही ? आतंक का धर्म क्या",0
प्रमिला जी दलाली छोड़िए  केजरीवाल  जी वहां बैठकर आराम नहीं फरमा रहे थे एलजी से मिलने के लिए रात को अपने घर नहीं गया और उनके रिसेप्शन पर ही सोए,0
LED बल्ब ( मोदी ) आया तब से कोई इसका खरीददारी करता ही नही।,0
"जो गलती कांग्रेस ने की है वही गलती  केजरीवाल  कर रहे है अगर ये सब करना था तो मेट्रो का किराया डबल क्यो किया,  केजरीवाल  को पता है कि इंडिया के लोग सिर्फ आज की देखते है पास्ट और फ्यूचर तो कोई नही देखता इसी का फायदा  केजरीवाल  उठा रहे है",0
"दिल्ली दसवें नंबर पर है,  केजरीवाल  का फार्मूला काम कर गया.",0
आप भी छः सात साल  केजरीवाल  की बस में फ्री सफर कर चुकी हैं कहीं भड़ास तो नहीं निकाल रही हो मोतरमा ••••,0
अक्षय तू सचमुच गधे की  गांड  है।,1
ये फर्जी गांधी नाम वाली नेहरू की धरोहर नेहरू सहित किसी ने पटेल को कभी याद नही किया जब से  मोदी  ने 3000 करोड़ की पटेल की मूर्ति लगवाई पटेल याद आने लगे  पटेल ने जो किया सो किया नोटों पे गांधी हवाई अड्डों पे गांधी गांधी ही गांधी फोटो पोस्ट हो रही पटेल की फोटो के साथ,0
"हिंदी आती है न चुतिये ??
ठीक से पढ़ बार बार पढ़ जब तक समझ मे न आये??
भूमिहार ब्राह्मण परशुराम जी को तेल लगाते थे आज उन्ही को गरिया भी रहे  
साला गजब का हाइब्रिड नस्ल हो बे तुम..
अब मत कहना परशुराम जी भूमिहार थे कहे तो तुम्हारी  गांड  में लौड़ा डाल दूंगा अभी के अभी BC ",1
"कांग्रेसको सर्मथन देते तो सही भाव था,ये नेटीजंनस 50के दशक के समझ रही हो कया?हमारे बाप दादाओको  चुतीया  बनाया तुम लोगोने",1
बहनचोद  अब एक एक कर सारे देश द्रोही ट्विटर छोड़कर और कुछ दिन में देश छोड़कर भागेंगे । जय हो मोदी शाह #AnuragKashyap,1
तेरे बाप दादाओ का इतिहास आज भी सुरक्षित रखा है  रंडी  के शैतान साले गन्दी नस्ल के कीड़े ये मातृ भूमि हिदुओ की है इसलिये ये हिन्दूस्थान है तेरे नाजयज बाप को पाकिस्तान दे दिया बंगला देस दे दिया जाओ शैतान कोम के हिजड़े निकलो मेरी माँ भारती से बाहर इसके दामन पर दाग बन के चिपक गये हो।,1
"अब  मोदी  जी काम करने दे रहे है? @ArvindKejriwal 
#freewal 
@KapilMishra_IND  @ManojTiwariMP",0
देखो सुवर जैसे लग रहे है दोगले मुल्ले  भोसड़ी  का गांधी,1
@ KaDevender  आज हमने भी मोब लिंचिंग कर दी जिसको जो उखाड़ना हो उखाड़ ले .. बहनचोद  कह रहा अपनी बहन को सुसु करवाने लेडीज टॉयलेट में घुस था  pic.twitter.com/FisTcqXCs0,1
"मेरे खून का एक-एक कतरा देश को मजबूत करेगा: इंदिरा गांधी  

मेरा क्या है मैं तो झोला उठा के निकल लूंगा:  मोदी",0
"पहले हमारे देश में आंतकी कभी भी घुस आते थे
मगर जब से बाहुबली की  सरकार  बनी है 
अब ओ केवल चुनाव के वक़्त आते है और
 सरकार  बना कर चले जाते हैं
",0
"सरकार  ने कहा ही था कि हम चौकीदार हैं। अब वो चौकीदारी कर रही थी तो कैसा आश्चर्य। 

#WhatsApp",0
तू  चूतिया  है  चूतिया  था और  चूतिया  ही रहेगा,1
मोदी  जो सोचता है वो अपने आप हो जाता है क्योंकि सारी कायनात उसकी सोच को पूरा करने में लगकर परिणाम दे देती है ,0
सालों सेफयी में  रंडि  डान्स पर करोड़ों खर्च करने वाला आज दीपावली पर ज्ञान पेल रहा है,1
!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!,0
!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit,0
!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,0
!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;,0
"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;""",1
"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!""",1
!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;,0
""" &amp; you might not get ya bitch back &amp; thats that """,0
""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch",0
""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh",1
""" Murda Gang bitch its Gang Land """,1
""" So hoes that smoke are losers ? "" yea ... go on IG",1
""" bad bitches is the only thing that i like """,1
""" bitch get up off me """,1
""" bitch nigga miss me with it """,1
""" bitch plz whatever """,1
""" bitch who do you love """,1
""" bitches get cut off everyday B """,1
""" black bottle &amp; a bad bitch """,1
""" broke bitch cant tell me nothing """,1
""" cancel that bitch like Nino """,1
""" cant you see these hoes wont change """,1
""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up",1
""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q",1
""" her pussy lips like Heaven doors "" &#128524;",1
""" hoe what its hitting for """,1
""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;",1
""" i need a trippy bitch who fuck on Hennessy """,1
""" i spend my money how i want bitch its my business """,1
""" i txt my old bitch my new bitch pussy wetter """,1
""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",1
""" if you aint bout that Murder Game pussy nigga shut up """,1
""" if you're toes ain't done you pussy stinks """,1
""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,1
""" is that ya bitch """,1
""" it aint nothing to cut a bitch off """,1
""" jus meet son now he ya mane ass bitches "" #Shots",1
""" lames crying over hoes thats tears of a clown """,1
"""...Son of a bitch took my Tic Tacs.""

I like this movie.",1
"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",1
"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",1
"""@A7XDemery: I'm a fucking fag they said""",1
"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",1
It&#39;s insulting to women to expect them to only be attracted to super easy games. I honestly am insulted as a parent of a girl #GamerGate,0
Feminist just labeled me transphobic for not somehow magically knowing that they are fluidflux agender. http://t.co/1UHp6G3Yxi,0
"If you&#39;re a grown woman who hasn&#39;t gotten past your awkward teenage years of confusion and angst, you&#39;re probably a feminist",0
"It&#39;s free speech when commenters threaten an innocent man, but if you question Sulkowicz&#39;s narrative: Shut up! http://t.co/vYsUkzsGlO",0
Cathy Young&#39;s @CathyYoung63 article on the Columbia U. rape accusation and mattress carrying is superb. Must read. http://t.co/GfBJtoXlwN,0
@DifoolJohn @ElizabethHobso6 Then I have no idea.,0
"#AdviceForYoungFeminists ISIS is killing people, our solution, Teach ISIS not to kill",0
"Game On, NYPD! http://t.co/sdWhQbYRZG",0
"@LFESexuality So, you oppose #NoMorePage3 and the feminists trying to ban it, right?",0
@Angry_Feminazi Would have added Be eaten by your cats but...140.,0
@MT8_9 Maybe she was &#39;raped&#39; by a cubist and it&#39;s a symbol of her burden,0
Did anybody get glass in the face during an American Sniper showing? These #FiftyShades fans play for keeps,0
"@PrivWhiteGirl But, sorry, who cares that the National Organization of Women was commie, you were talking about a trucker, right? Too funny.",0
@PrivWhiteGirl Yes. I find the sense of proportional relevance interesting.,0
@PrivWhiteGirl Google Kate Millett sister NOW and enjoy. Long read.,0
"@The_Loki_Jotunn @BristolBen @Oneiorosgrip That might be Poe, just FYI. I think that was the quote of hers that couldn&#39;t be verified.",0
Feminists say gaming is a boys club then they also say that half of gamers are women.. make up your damn mind? #GamerGate #feminism,0
"Scientist lands a robot on a comet, feminists crucify him for his shirt. Biden licks ear of someone&#39;s wife - Silence http://t.co/egBb5gVrY6",0
Girls are ruthless smh http://t.co/s7g5R2fOU6,0
Bruh http://t.co/7xSPGF2CMm,0
@Securedhappines @WilliamBakerGG @JudgyBitch1 Nope.,0
.@chouhos @unoriginal_babe The blank stare.,0
Guy who stabbed two people at busstop has face that says I&#39;m going to stab you at a bus stop. http://t.co/nAp4hHbfUc,0
"If being pro-due process makes you pro-rape, does being anti-death penalty make you pro-murder? http://t.co/nR7E8hvBe3",0
@MT8_9 @Securedhappines @WilliamBakerGG @JudgyBitch1 if you spread hate you become the victim of your own hate. http://t.co/EhlMqs0dee,0
"You could think of the worst possible idea ever, and it&#39;s still wouldn&#39;t be as bad as this one. http://t.co/hWPbTLjnS4",0
Retweet if you hate Ovechkin. Fav if you hate Ovechkin. Hate Ovechkin.,0
"@shaner38 Toss denied student loans onto that list, as well.",0
@shaner38 NHL pays back Rogers for new TV deal w McDavid. Sabres get Eichel (sp?) Rekindles TOR/BUF divisional rivalry. 2 big TV markets.,0
@shaner38 Just my guess...it&#39;s now in my tweets as proof if it comes true. I knew he&#39;d rig the 2013 draft so the Avs could get Seth Jones.,0
"@shaner38 ...so I got the rigging part right, but not the scouting.",0
@shaner38 That&#39;s why a McDavid/Eichel rivalry w 2 big TV ratings markets that are geographic/division rivals makes TOO much sense to not rig,0
"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",0
"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",1
"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",1
"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",1
"""@Dietrich1892: Yall shut up:p"" make me bitch",1
"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",1
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",0
"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1
"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",1
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",0
@Noin007 THIS is why I find the antifeminist women just want male attention argument moronic...as if there aren&#39;t better ways to get that.,0
"@UntouchableShe No, sorry, even the rosiest definition of feminism is still unequal.",0
@SkyPirateVegeta Familiar w/ it. Insane. Patriarchy has clearly failed this man...,0
"@UntouchableShe No, feminism lobbies to have equality vetoed, actually... http://t.co/ZsmzUXIbH5",0
@UntouchableShe Actually even the dictionary definition of feminism is unequal. That you don&#39;t see why is telling.,0
"@hannah_ashpole He respects their right to publicly lez out in private, you mean? What a gentleman.",0
"@MT8_9 @JustLaurenB @AutumnReinhardt @comattwow @Daseetmane @victorymonk Remember everyone: 20% believe in feminism, 21% believe in UFOs.",0
.@cooperlewis_ None. I was going to go w/ toxic femininity or something if they answered but #50ShadesIsAbuse has great plate discipline.,0
.@aguyuno @TigerClaud You are whining about an analogy. TwitFem #SJW&#39;s actually defended the predatory sexual abuse of a high school student,0
"@CyanDvai FTR, I don&#39;t just mean Democrat by liberal but a specific breed...",0
"@TigerClaud @Auragasmic She&#39;ll unblock, stalk, snipe, run, reblock, wash, rinse, repeat. She&#39;s a coward.",0
#feminists when other women don&#39;t fall for their shit. #feminism #WomenAgainstFeminism http://t.co/3gmfoaWJRD,0
No @minasmith64 as @d_m_elms says it&#39;s just school policy to deny legal rights to people who look like rapists. Rapial profiling Duh.,0
.@TigerClaud @Auragasmic blocked me so I blocked her...evidently she stopped defending sexual harassment of students long enough to unblock?,0
Have you ever had a female judge outraged at you for not paying child support for someone else&#39;s kid?http://t.co/wdEv96Lr30 #QuestionsForMen,0
"Yeah, uh, @CharlTaylorPage #WomenAgainstFeminism aren&#39;t bigots who hate men and don&#39;t mind sharing equality w them like you hypocrites. FYI.",0
I have harassed no one @Anti_Natal_ as @Twitter can see but you are violating TOS by trying to organize a blocking campaign as @Support sees,0
I just got called sexist...because I get paid the same as guys and I&#39;m not a sheep to the feminist movement..ok @kaytugs @DanielHartley,0
Suit yourself: Utah court lets woman sue herself over fatal wreck http://t.co/jyfHMI63BC @FoxNews She wants money for killing her husband?,0
I don&#39;t blame these SJWs for hating themselves. They&#39;re just choosing the wrong reasons. Grade A white guilt. http://t.co/dlX1FZVEvc,0
Instead of doing something about the feminists who hate men I&#39;m going to scream at you for pointing them out. #TweetLikeAFeminist,0
"You could think of the worst possible idea ever, and it&#39;s still wouldn&#39;t be as bad as this one. http://t.co/hWPbTLjnS4",0
r u an indiot asshole,1
u fucking asshole,1
bastard people . I wanna kill u till death,1
I m gonna lick ur ass u faggot asshole,1
what a stupid creature,1
u r dumb asshole,1
u r dumb shit person,0
shitty people all around,0
have u gonna nuts,0
bitches aint gotta any shit to do so coming here again and again,1
u r a bloody bastard,1
"u r a moron , moronic person ",1
I will kill u moron,1
gonna kill u,1
I m going to rape u till death,1
don’t u try acting smart bitch . Wanna get raped by us bitch,1
sorry u moron bitches u r gonna get killed very fastly bitches,1
fool or flat as pussy with hole!!!!!,1
u look like my dick ,1
I m going to lick ur dick,1
I m going to kill u motherfucker,1
u r a motherfucker,1
u r an idot asshole motherfucker,1
u r dick head,1
you are a lose vagina girl,1
I want to kiss ur vagina,1
‘Shit! I totally forgot about that.’,0
You’re fucking piece of shit!,1
Are you fucking serious right now?,0
You are working your ass off,0
dickhole,1
"[""Just because someone is a different race or religion doesn't mean they are a bad person."", 'When you use those sorts of slurs your argument is immediately invalidated.', 'Please do not use racist slurs on this website.']",0
"['Using a derogatory term against someone you dislike makes fun of the people with actual mental disabilities.', 'Your perspective is tainted by that sort of language.', 'Please do not use language that could be offensive to those with inellectual disabilities.']",0
"[""Name calling the people you disagree with isn't going to solve any problems."", ""It's hard to understand your perspective when you use that word.""]",0
n/a,0
"[""i have to doubt the rest of your position when you just use the 'r' word to mean anything."", ""These people have went though some horrible things. You shouldn't criticize them."", 'Be mindful of harsh language. Not everyone cusses or belittles people with intelligence issues.']",0
"['dont use that ""R"" word as a catch all. i thought we were done with that.', 'You can respectfully express your thoughts without attacking others.', 'Watch the cussing and how you refer to people. Using cuss words all the time and referring to people as slang words is not necessary.']",0
"['if you would think for 3 seconds there are about 20 words that really mean what you want to say here.', ""I don't see a reason why it's okay to attack others with profanity."", ""Using a word that demeans people based on intelligence is not accepted in the real word and can get you in more trouble than it's worth.""]",0
n/a,0
"[""you have such a well thought position and then ruin it for me by using the 'r' word without thinking. you can do better."", ""I don't see a reason why it's okay to insult others based on they value."", 'Using words that are demeaning and cussing unnecessary amounts is offensive to people and does not help advance the topic.']",0
"['Use of the r-word is unacceptable in our discourse as it demeans and insults people with mental disabilities.', ""Don't use medical conditions as an insult."", 'Using a word that describes someone with a mental disability is not conducive to productive conversation.']",0
"['Use of the c-word is unacceptable in our discourse as it demeans and insults women.', ""Don't use gender based insults."", 'Using words that profanely refer to parts of a person of a specific gender are neither productive nor careful.']",0
"['Use of the slurs here is unacceptable in our discourse as it demeans and insults and alienates others.', ""Please don't use medical conditions or sexual choices as an insult."", 'Using a word that describes someone with a mental disability is not conducive to productive conversation.']",0
zindagi jhand h fir bhi ghmand h,0
hmara ghar mein aisi jagahon pr ye nhi milta,0
waah dost kya mitrta nibhai h,0
bhai headphone warning tera baap dega?,1
kya randirona macha rakha h tumsabne,1
tum badir ho gadhe ki aulad ho,1
tum badirchand ho hatt bey sale chutiye,1
tumsablog sahi khrhe ho mein pagal hu tumsab sahi ho,0
khandanchodedengey tumsabk,1
kute kiho toh kya hua sahi toh lagrhe aulad ho tum suar pille sab ho,1
jhanten mein koi dum nhi tumhare,1
kaat dalunga tumhe mein ,1
gandi baat mat kiya kro,0
gadha nhi hu mein tum gadhe ho,0
bimaar hue toh kya hua tum akru ho ekdum nalayk ho,0
badboodar naali ke keere ho,1
badboo arhi h yaar,1
dum lagake maro,0
jyada dum mat alga,0
dum algake chodengey,1
raandsaala nikamma randibaaz ho sale tum,1
randi ho tum,1
randikhana bna rkha h bhenchodon ne,1
randiya sali,1
randibaaz khinke sale madrajaat,1
chutiye sale tum kya smhte ho apne aapko,1
chutiyon ko fauj ho tumsab,1
chutiya khinka,1
chutiyapa mat kro seedhe bolo,1
chutiya sali,1
bc khinka bc sala,1
chutiya h tu ek number ka,1
khandanchod dunga sale tumhara,1
chodke phenk dunga ,1
chod chod ke suja dunga,1
ghussa ghussa ke laal krdunga sale,1
ghussa mat kro beech mein,0
chipkili h kya bey,0
chipkli ki tarh ghumti rhti h,0
unday for dungi sir pe,0
unday maarke muh suja dunga,0
hme roj unday khane chahiye,0
budhbak ho kya,1
budhe hogye h log ab unhe bakchh djiye,1
chaarpai pe letke krunga tumhare saath,1
charpai pe aja lena band krdunga,1
charpai humlog aaj bhi use krte h,0
lena band krdi h kya,1
degi kya?kitni maal h re tu aau kya ,1
jhaton mein koi dum nhi h tumhare ,1
jhaant barabar bhi nhi ho ,1
Triple Talaq par Burbak Kuchh nahi bolega,0
Batao ye uss site pr se akki sir ke verdict nikaal laaye jaha he ajay ki ek bi movie hit nai,0
Bataoyeusssiteprseakkisirkeverdictnikaallaayejahaheajaykiekbimoviehitnai,0
Batao ye uss site pr se akki sir ke verdict nikaal laaye jaha he ajay ki ek bi movie hit nai,0
Naa bhai.. aisa nhi hai.. mere handle karne se bhi kuchh hona nhi hai.. politics se mera door door tak ka naata nhi hai,0
#RememberingRajiv aaj agar musalman auraten triple talaq ki wajah se itni jaleel ho rahi hai to iss ka sabse bada reason Rajib gandhi hai.,0
Batao ye uss site pr se akki sir ke verdict nikaal laaye jaha he ajay ki ek bi movie hit nai,0
Naa bhai.. aisa nhi hai.. mere handle karne se bhi kuchh hona nhi hai.. politics se mera door door tak ka naata nhi hai,0
#RememberingRajiv aaj agar musalman auraten triple talaq ki wajah se itni jaleel ho rahi hai to iss ka sabse bada reason Rajib gandhi hai.,0
are cricket se sanyas le liya kya viru aur social service suru kardiya.khel hi bhul gaye.2 innings 0 n 0,0
Sohail bahi hame bhi treen kardo muje bhi shock he cricket,0
bhai triple talaq se aap kya samjhte hai samjhaye aap zara ..agar triple talaq pta hota apko toh aisa nhi kehte..,0
Bachcho ki death par politics ke bajay unke liye prayer aur unki family ko console kiya jana jyada zaruri he.. thodi humanity bhi zaruri he,0
"#@spn_cricket lijiye S Thakur ne phir pahni no.10 jarsi, inka kharab din chalu ho gaya..@BCCI#Slsvind",0
Itna hungama to #TripleTalaq par muslims me bhi nahi hua.. Jitna #RamRahimVerdict par Dharamguruao me ho raha h.. #CongressWithRamRahim,0
#Bollywood @amitdey10510709   Bhaag Milkha Bhaag!,0
bhau Bollywood ka main adda Mumbai hai...   Jaha rahne k liye heroin ki cha mud jati hai.  Aao kabhi haweli(Maharashtra) pe,0
Bhai kuchh bhi karna iss @SimplySajidK ke saath movie mat karna..Bollywood se nafrat ho jaati hai..Itni sadi hui ghatiya filmein banata h ye,0
"#veerupanti : tag line ""Cricket jo hai Anishchittaon ka khel hai """,0
Chayawadi baat kyu kr rhi hai madam aap..khul kr condem kegeye..mere smjh se administrator ko politics se dur rhna chahiye..desh ke liye,0
Abusing tweet ke liye Account suspend karte ho...   Woh bhi wo desh me... Jahan gali gali me yahi language use hota hai...   #Irony,0
Hindu Married men to Mr. Modi: triple talaq toh nipat gaya ab woh saat janmoon wala masla bhi nipata dijeyega  @narendramodi,0
"#TripleTalaq ""Modiji woh teen talaak ka matter clear ho jaaye,  toh woh saat janam wala matter bhi dekh lijiye please.""",0
"karte hn, talak- nikah- baccho ki factory.",0
abhi chaat k kya matlab. Jisko samjhana tha samajh gaya tum sale intrviw to saare englsh mein dete ,0
"Congress isame kuch nahi bolti esaliye Modi pachad Raha hai har jagah ,avasarvadi politics Congress karate hai Modi gorakshko bhi data hai",0
#TripleTalaq aur Burkha pe bolne ko bolo toh Anand bhais kalti maar lete hai.,0
Canadian ko itna bhaw matt diya kar khans khans hota hai aur baki sab bachhe hai...4 khans hi superstars hai bollywood ke baki sab stars,0
"kaafiron' ko 'masjid' mein 'namaz' perhtay huaay maara gyaa..bohat khoob,mashallah! #irony",0
Bhai Politics apni jagah par kisi bhi Hindu ladki ko Musalman kehna kaha sahi hai yaar. Ijjat sabse badi chij hai.,0
Ho gaya lasho pe politics Khel ke? Politicians se toh tu zyada harami hai be. BC.. Mar kyu nahi jaate kahi jaake. Sharam karo madarchodon,1
@jalanjalans  Bhai AAP apne sab Kharche ka Hisaab Deti hai.. Sab Jagah.. u r saying jo Party ka 80% ka pata nahi wo hisaab deti hI,0
yes sir kahete he na ki cricket me kuch bhi ho sakta he kal ke match me dekh bhi liya.,0
Yeh kya vahiyaat kisam ki ODI cricket hai? #SLvIND,0
Tuje pata Hai kolkta sonagachi main 90% prostitute Teri bahan hai Jo triple talaq or hallala or suvaro ki tarah 10 bachee hone ki wajah se,0
Muslim bahno ke haq ke liye bohot Josh se ladh rahe they show bhi kiya #Triple talaq  Ek aurat ki ismat lutne wala Abhi bhi baba hi hai,0
Pakistani sabiq leg-spinner Abdul Qadir ne kaha hai ke qoumi Cricket team ko World Eleven ke khilaaf series ko aasan na samjha jaye#AnSaR,0
"#AAP   Ek apeel ye bhi kar dete ki kripya Hindu mujhe vote na den.,    Tab hoti Different Politics.",0
@ArvindKejriwal  ji ... kya aapne triple talaq ka swagat kiya ki nhi.....,0
Ek debate program me inhone Kaha tha ki Yogi Jaise Sanki ko Party se Nikal do. Ab Yogi inka role model hai. Politics kya kya na karwaye.,0
Triple Talaq jab jashoda ko milega,0
"vese bhi padhkar karna kya he in netaon ke bachho ko, aana to inhe politics me hi he.",0
Sharjeel Khan K Khilaf Faisla Sakht Palesi Ka Akaas Hai'Cricket Me Bad Unwaani Ki Mashkon Ko Qatai Bardasht Nai Krenge. Najam RP_BebarG Blch,0
News channel hai kya be. Jab dheko chalu ho jaata hai. Railway ke Pahele toh tera tweet aa jaata hai. Cricket khel bhai tu.,0
Ek sham Yateem bachon ke naam #charity #Event #pressconfrence #bollywood #Dkshroff #mustakkhan #sunilpaul #Mumbaipic.twitter.com/gvJ37T5bTA,0
Jab shiv sena wale mumbai main north indian ko pitte hai.wo bhi kya desh bhagti hai in ki ?. Sab vote bank ki politics hai,0
